	Client ID	Receiving Income (Entry)	Income Source (Entry)	Monthly Amount (Entry)	Income Start Date (Entry)	Income End Date (Entry)	Provider (140-provider)_x	ReceivingIncome (Exit)	Source of Income (Exit)	Monthly Amount (Exit)	Income Start Date (Exit)	Income End Date (Exit)	Provider (140-provider)_y
638	252170	No	Alimony or Other Spousal Support (HUD)		7/1/2014		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		7/1/2014		Urban Ministries of Durham - Durham County(1562)
639	428596	No	Alimony or Other Spousal Support (HUD)		5/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
640	216598	No	Alimony or Other Spousal Support (HUD)		5/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
641	428700	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
642	217728	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
643	428703	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
644	428699	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
645	428757	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
646	157126	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
647	428792	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
648	428793	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/17/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
649	427137	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
650	405289	No	Alimony or Other Spousal Support (HUD)		5/9/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/9/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
651	180107	No	Alimony or Other Spousal Support (HUD)		5/19/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/19/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
652	207502	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
653	429151	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
654	429152	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
655	429150	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
656	429149	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
657	130671	No	Alimony or Other Spousal Support (HUD)		5/27/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/27/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
658	385886	No	Alimony or Other Spousal Support (HUD)		5/28/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/28/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
659	8993	No	Alimony or Other Spousal Support (HUD)		5/30/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/30/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
660	299023	No	Alimony or Other Spousal Support (HUD)		5/30/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/30/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
661	429485	No	Alimony or Other Spousal Support (HUD)		5/27/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/27/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
662	395469	No	Alimony or Other Spousal Support (HUD)		5/28/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/28/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
663	201030	No	Alimony or Other Spousal Support (HUD)		6/2/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/2/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
664	303733	No	Alimony or Other Spousal Support (HUD)		6/2/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/2/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
665	287330	No	Alimony or Other Spousal Support (HUD)		6/1/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/1/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
666	391862	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
667	171461	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
668	399892	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
669	430243	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
670	249545	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
671	301121	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
672	349278	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
673	430244	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
674	231428	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
675	9728	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
676	184448	No	Alimony or Other Spousal Support (HUD)		6/9/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/9/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
677	429870	No	Alimony or Other Spousal Support (HUD)		6/4/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/4/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
678	430325	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/7/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
679	430327	No	Alimony or Other Spousal Support (HUD)		6/10/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/10/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
680	430328	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
681	160302	No	Alimony or Other Spousal Support (HUD)		6/11/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/11/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
682	329555	No	Alimony or Other Spousal Support (HUD)		6/10/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/10/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
683	377721	No	Alimony or Other Spousal Support (HUD)		6/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/13/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
684	147927	No	Alimony or Other Spousal Support (HUD)		6/15/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/15/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
685	349279	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
686	430802	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/8/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
687	431031	No	Alimony or Other Spousal Support (HUD)		6/20/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/20/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
688	431030	No	Alimony or Other Spousal Support (HUD)		6/20/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/20/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
